# Goethe-Institut / telc — Deutsch-Test für Zuwanderer (DTZ) alphabetical wordlist (A2–B1)
# Enriched: English glosses (all 2649) + ONE original A2–B1 German example sentence (de_sentence)
# with an English translation (en_sentence). Example sentences are ORIGINAL (the source's own
# examples were excluded for copyright). freq_rank: 1=most common (opensubtitles de_50k).
# Columns are tab-separated.
index	pos	article	word	plural	partizip_2	hilfsverb	english	de_sentence	en_sentence	freq_rank
1760	N	das	Regal	Regale			shelf; shelving unit	Das Buch steht im Regal neben dem Schreibtisch.	The book is on the shelf next to the desk.	1981
1761	N	die	Regel	Regeln			rule; regulation	In der Schule gibt es klare Regeln für alle Schüler.	There are clear rules for all students at school.	1067
1762	X		regelmäßig				regular; regularly	Sie geht regelmäßig ins Fitnessstudio, dreimal pro Woche.	She goes to the gym regularly, three times a week.	1727
1763	V		regeln		geregelt	haben	to regulate; to arrange	Wir müssen die Details des Vertrags noch regeln.	We still need to sort out the details of the contract.	517
1764	V		regnen		geregnet	haben	to rain	Es hat den ganzen Nachmittag geregnet.	It rained the whole afternoon.	1927
1765	N	der	Regen				rain	Ohne Regen wachsen die Pflanzen nicht gut.	Without rain, the plants do not grow well.	966
1766	N	die	Region	Regionen			region; area	Diese Region ist bekannt für ihren guten Wein.	This region is known for its good wine.	1878
1767	X		regional				regional; local	Die regionalen Produkte auf dem Markt sind immer sehr frisch.	The regional products at the market are always very fresh.	2558
1768	X		reich				rich; wealthy	Mein Onkel ist sehr reich und hat ein großes Haus am See.	My uncle is very rich and has a large house by the lake.	615
1769	V		reichen		gereicht	haben	to suffice; to be enough	Das Geld, das wir haben, reicht nicht für eine neue Waschmaschine.	The money we have is not enough for a new washing machine.	767
1770	X		reif				ripe; mature	Die Tomaten im Garten sind noch nicht reif genug zum Pflücken.	The tomatoes in the garden are not ripe enough to pick yet.	1690
1771	N	der	Reifen	Reifen			tire; ring; hoop	Der Reifen am Auto war platt, also musste ich den Pannendienst rufen.	The tire on the car was flat, so I had to call roadside assistance.	1193
1772	N	die	Reihe	Reihen			row; series; line	Wir saßen in der dritten Reihe im Kino und hatten einen guten Blick.	We sat in the third row at the cinema and had a good view.	882
1773	X		rein				pure; clean	Das Wasser aus der Leitung ist hier nicht ganz rein.	The tap water here is not completely pure.	160
1774	V		reinigen		gereinigt	haben	to clean; to cleanse	Ich reinige die Fenster einmal im Monat gründlich.	I clean the windows thoroughly once a month.	1831
1775	N	die	Reinigung	Reinigungen			cleaning; dry cleaner's	Ich bringe meinen Anzug zur Reinigung, weil er einen Fleck hat.	I am taking my suit to the dry cleaner's because it has a stain.	1856
1776	N	der	Reis				rice	Zum Mittagessen koche ich Hühnchen mit Reis und Gemüse.	For lunch I cook chicken with rice and vegetables.	1616
1777	V		reisen		gereist	sein	to travel	Meine Schwester reist jedes Jahr im Sommer nach Spanien.	My sister travels to Spain every summer.	889
1778	N	die	Reise	Reisen			trip; journey; travel	Die Reise nach Berlin hat uns wirklich gut gefallen.	We really enjoyed the trip to Berlin.	551
1779	N	das	Reisebüro	Reisebüros			travel agency	Wir haben unseren Urlaub im Reisebüro in der Stadtmitte gebucht.	We booked our holiday at the travel agency in the city centre.	2373
1780	V		reiten		geritten	sein	to ride (a horse)	Am Wochenende reitet sie auf ihrem Pferd durch den Wald.	On weekends she rides her horse through the forest.	1116
1781	N	der	Rekord	Rekorde			record	Der Sportler hat gestern einen neuen Rekord im Schwimmen aufgestellt.	The athlete set a new record in swimming yesterday.	1903
1782	X		relativ				relatively; rather	Die Wohnung ist relativ klein, aber sehr gemütlich eingerichtet.	The apartment is relatively small but very cosily furnished.	1965
1783	V		rennen		gerannt	sein	to run; to race	Die Kinder rennen auf dem Spielplatz hin und her.	The children run back and forth on the playground.	740
1784	V		renovieren		renoviert	haben	to renovate; to refurbish	Wir renovieren das Badezimmer diesen Sommer komplett.	We are completely renovating the bathroom this summer.	2209
1785	N	die	Rente	Renten			pension; retirement benefit	Mein Vater geht nächstes Jahr in Rente und freut sich darauf.	My father is retiring next year and is looking forward to it.	1650
1786	N	der	Rentner	Rentner			retiree; pensioner	Der Rentner verbringt viel Zeit in seinem Garten.	The retiree spends a lot of time in his garden.	2346
1787	V		reparieren		repariert	haben	to repair; to fix	Der Mechaniker repariert unser Auto in der Werkstatt.	The mechanic repairs our car at the workshop.	1021
1788	N	die	Reparatur	Reparaturen			repair	Die Reparatur des Fahrrades hat zwanzig Euro gekostet.	The repair of the bicycle cost twenty euros.	2078
1789	V		reservieren		reserviert	haben	to reserve; to book	Ich möchte einen Tisch für zwei Personen für Freitagabend reservieren.	I would like to reserve a table for two people for Friday evening.	2232
1790	N	die	Reservierung	Reservierungen			reservation; booking	Ich habe eine Reservierung für heute Abend im Restaurant gemacht.	I made a reservation for tonight at the restaurant.	2195
1791	N	der	Rest	Reste			rest; remainder; leftovers	Kannst du den Rest der Pizza essen, weil ich schon satt bin?	Can you eat the rest of the pizza, because I am already full?	423
1792	N	das	Restaurant	Restaurants			restaurant	Wir gehen heute Abend in ein indisches Restaurant in der Altstadt.	We are going to an Indian restaurant in the old town this evening.	853
1793	V		retten		gerettet	haben	to save; to rescue	Der Feuerwehrmann hat das Kind aus dem brennenden Haus gerettet.	The firefighter rescued the child from the burning house.	350
1794	N	das	Rezept	Rezepte			recipe; prescription	Das Rezept für diesen Kuchen hat mir meine Oma gegeben.	My grandmother gave me the recipe for this cake.	1461
1795	N	die	Rezeption	Rezeptionen			reception desk	An der Rezeption bekommst du den Schlüssel für dein Hotelzimmer.	At the reception desk you will get the key for your hotel room.	2140
1796	N	der	Rhythmus	Rhythmen			rhythm	Die Kinder klatschen im Rhythmus der Musik begeistert mit.	The children enthusiastically clap along to the rhythm of the music.	1860
1797	N	der	Richter	Richter			judge	Der Richter hat das Urteil am Ende der Verhandlung bekannt gegeben.	The judge announced the verdict at the end of the hearing.	680
1798	X		richtig				correct; right; proper	Ich habe die richtige Antwort auf alle Fragen im Test gefunden.	I found the correct answer to all the questions in the test.	138
1799	N	die	Richtung	Richtungen			direction	Fahren Sie in Richtung Norden bis zur nächsten Kreuzung.	Drive north until the next intersection.	578
1800	V		riechen		gerochen	haben	to smell	Die frischen Blumen im Wohnzimmer riechen wunderbar.	The fresh flowers in the living room smell wonderful.	1164
1801	X		riesig				huge; enormous	Das neue Einkaufszentrum in unserer Stadt ist riesig.	The new shopping centre in our town is enormous.	1489
1802	N	das	Rind	Rinder			cattle; beef	Auf diesem Bauernhof leben mehr als zwanzig Rinder.	More than twenty cattle live on this farm.	2425
1803	N	der	Ring	Ringe			ring	Sie trägt einen goldenen Ring an ihrem Finger.	She wears a gold ring on her finger.	739
1804	N	das	Risiko	Risiken			risk	Beim Bergsteigen gibt es immer ein gewisses Risiko.	Mountain climbing always involves a certain risk.	838
1805	N	der	Rock	Röcke			skirt	Sie kauft sich einen neuen roten Rock für die Feier.	She is buying herself a new red skirt for the celebration.	1064
1806	X		roh				raw; crude	Das Fleisch ist noch roh und muss länger in der Pfanne bleiben.	The meat is still raw and needs to stay in the pan longer.	2272
1807	N	der	Roman	Romane			novel	Ich lese gerade einen spannenden Roman über das Leben in den Bergen.	I am currently reading an exciting novel about life in the mountains.	1218
1808	N	die	Rose	Rosen			rose	Er hat ihr zum Geburtstag einen Strauß roter Rosen geschenkt.	He gave her a bunch of red roses for her birthday.	826
1809	X		rot				red	Das Auto war rot und sehr auffällig auf der Straße.	The car was red and very noticeable on the road.	888
1810	N	die	Rückfahrt				return journey; return trip	Die Rückfahrt von Hamburg nach München hat fast fünf Stunden gedauert.	The return journey from Hamburg to Munich took almost five hours.	2412
1811	N	die	Rückkehr				return; homecoming	Nach seiner Rückkehr aus dem Urlaub war er sehr erholt und glücklich.	After his return from holiday he was very refreshed and happy.	1275
1812	N	der	Rücken	Rücken			back (of body)	Mein Rücken tut weh, weil ich den ganzen Tag am Schreibtisch sitze.	My back hurts because I sit at the desk all day.	595
1813	X		rücken				to move; to shift; to edge	Könntest du bitte etwas zur Seite rücken, damit ich auch sitzen kann?	Could you please move over a bit so I can sit down too?	596
1814	N	der	Rucksack	Rucksäcke			backpack; rucksack	Sie packt ihren Rucksack für die Wanderung am nächsten Morgen.	She packs her backpack for the hike the next morning.	1711
1815	N	die	Rücksicht	Rücksichten			consideration; regard	Im Krankenhaus muss man Rücksicht auf andere Patienten nehmen.	In the hospital one must show consideration for other patients.	1966
1816	X		rückwärts				backwards; in reverse	Der Fahrer fährt langsam rückwärts in die enge Parklücke.	The driver slowly reverses into the narrow parking space.	1689
1817	V		rufen		gerufen	haben	to call; to shout	Sie ruft ihren Sohn zum Mittagessen in die Küche.	She calls her son to the kitchen for lunch.	397
1818	N	die	Ruhe				quiet; rest; calm	Nach einem langen Tag brauche ich etwas Ruhe und möchte nicht gestört werden.	After a long day I need some quiet and do not want to be disturbed.	259
1819	X		ruhig				quiet; calm; peaceful	Am Sonntag ist es auf den Straßen sehr ruhig.	On Sundays the streets are very quiet.	239
1820	V		rühren		gerührt	haben	to stir; to move (emotionally)	Bitte rühre die Suppe regelmäßig, damit sie nicht anbrennt.	Please stir the soup regularly so it does not burn.	1698
1821	X		rund				round; approximately	Der Tisch in der Küche ist rund und hat Platz für vier Personen.	The kitchen table is round and has room for four people.	1249
1822	N	der	Rundfunk				broadcasting; radio	Im deutschen Rundfunk gibt es viele interessante Nachrichten- und Musiksendungen.	There are many interesting news and music programmes on German broadcasting.	2464
1823	N	der	Saal	Säle			hall; large room	Die Hochzeitsfeier findet in einem großen Saal im Stadthotel statt.	The wedding celebration takes place in a large hall in the city hotel.	1761
1824	N	die	Sache	Sachen			thing; matter; affair	Das ist eine schwierige Sache, die wir gemeinsam besprechen müssen.	That is a difficult matter that we need to discuss together.	189
1825	N	der	Sack	Säcke			sack; bag	Er trägt einen schweren Sack mit Kartoffeln in den Keller.	He carries a heavy sack of potatoes into the cellar.	1118
1826	N	der	Saft	Säfte			juice	Zum Frühstück trinke ich immer ein Glas frischen Orangensaft.	For breakfast I always drink a glass of fresh orange juice.	1563
1827	V		sagen		gesagt	haben	to say; to tell	Sie sagt ihren Kindern jeden Abend gute Nacht.	She says good night to her children every evening.	64
1828	N	die	Sahne				cream	Magst du Sahne in deinem Kaffee oder trinkst du ihn schwarz?	Do you like cream in your coffee or do you drink it black?	1972
1829	N	die	Saison	Saisons			season	Im Winter ist Hochsaison für Skifahren in den Alpen.	Winter is peak season for skiing in the Alps.	1722
1830	N	der	Salon	Salons			salon; lounge	Sie geht einmal im Monat in den Salon, um sich die Haare schneiden zu lassen.	She goes to the salon once a month to have her hair cut.	1826
1831	N	der	Salat	Salate			salad; lettuce	Zum Mittagessen esse ich oft einen frischen Salat mit Tomaten und Gurke.	For lunch I often eat a fresh salad with tomatoes and cucumber.	1541
1832	N	die	Salbe	Salben			ointment; salve	Der Arzt hat mir eine Salbe für den Ausschlag auf der Haut verschrieben.	The doctor prescribed me an ointment for the rash on my skin.	2333
1833	N	das	Salz				salt	Gib bitte etwas mehr Salz in die Suppe, sie schmeckt noch fade.	Please add a little more salt to the soup, it still tastes bland.	1498
1834	V		sammeln		gesammelt	haben	to collect; to gather	Meine Tochter sammelt bunte Briefmarken aus aller Welt.	My daughter collects colourful stamps from all over the world.	1213
1835	X		sämtlich				all; entire; every single	Sämtliche Teilnehmer haben den Test erfolgreich bestanden.	All participants passed the test successfully.	2628
1836	N	der	Sand				sand	Die Kinder spielen am Strand im warmen Sand.	The children play in the warm sand at the beach.	1274
1837	N	der	Sänger	Sänger			singer	Der Sänger auf der Bühne hat eine wunderschöne Stimme.	The singer on stage has a wonderful voice.	1930
1838	X		satt				full; satisfied (after eating)	Nach dem großen Abendessen bin ich richtig satt und möchte nichts mehr essen.	After the big dinner I am really full and do not want to eat anything more.	933
1839	N	der	Satz	Sätze			sentence; set	Schreibe den ersten Satz deines Aufsatzes bitte noch einmal um.	Please rewrite the first sentence of your essay.	1311
1840	X		sauber				clean; neat; tidy	Die Wohnung muss vor der Abreise vollständig sauber sein.	The apartment must be completely clean before departure.	667
1841	X		sauer				sour; angry; acidic	Diese Zitronen schmecken sehr sauer, aber ich mag den Geschmack.	These lemons taste very sour, but I like the flavour.	605
1842	N	die	Schachtel	Schachteln			box; packet	Sie holt eine Schachtel Pralinen aus dem Regal als Geschenk.	She takes a box of chocolates from the shelf as a gift.	1584
1843	X		schade				a pity; what a shame	Schade, dass du nicht zur Party kommen konntest!	What a shame that you couldn't come to the party!	620
1844	V		schaden		geschadet	haben	to damage; to harm	Zu viel Zucker schadet den Zähnen und der allgemeinen Gesundheit.	Too much sugar harms the teeth and general health.	760
1845	N	der	Schaden	Schäden			damage; harm	Der Sturm hat großen Schaden an den Häusern in der Straße angerichtet.	The storm caused great damage to the houses in the street.	761
